content,post,postid,postlink,has_tags,thumbsup,comment,retweet,nicknameid,postidname,regis_time,following,follower
".@sunilrohokale, MD  CEO of ASK Asset  Wealth Management Group, discusses the future of alternative investments in a rapidly evolving market in this interaction with Kshitij Anand of @EconomicTimes. Read the detailed article here: https://t.co/Q5mro69BQL https://t.co/zQfuG4iwBq",2023/12/6 07:22,1.7323E+18,https://twitter.com/markminervini/status/1732299462234783856,,2,0,1,ASK Asset & Wealth Management,ASK_WM,Thu Jun 30 06:20:22 +0000 2016,1337,72
"Hey there! Just shared my thoughts on moving from product-focused to portfolio-driven investing. In this article, I also talk about the perks and some trends I've noticed in wealth management. Check it out when you have a moment!

https://t.co/3oXW7PSZl1
.
.
#InTheNews #Portfolio",2023/12/6 07:14,1.7323E+18,https://twitter.com/markminervini/status/1732297547249766601,"InTheNews
Portfolio",2,0,1,Rahul Jain,i_RahulJain,Fri Nov 24 06:57:18 +0000 2017,1847,136
"The Future of Mutual Funds in the Digital Era!__
Session Today at 4pm by Vipul Rawal, Head of New Initiatives, Smallcase.  
Unique opportunity for Network FP Pro members only.__
#personalfinance #upskill #financialadvisors #mutualfundinvestment #wealthmanagement #financialplan https://t.co/FjKKOfGkm9",2023/12/6 07:08,1.7323E+18,https://twitter.com/markminervini/status/1732295897130631450,"personalfinance
upskill
financialadvisors
mutualfundinvestment
wealthmanagement
financialplan",0,0,0,Network FP,networkfp,Fri Dec 31 10:15:38 +0000 2010,7041,738
"Former Boston Private president Paul Simons has left the institutional space to launch independent RIA PUREfi Wealth on the @DynastyFP platform.
https://t.co/2a7vNTMoCH",2023/12/6 07:02,1.73229E+18,https://twitter.com/markminervini/status/1732294300099383780,,1,0,1,WealthManagement.com,wealth_mgmt,Mon Nov 16 22:36:36 +0000 2009,58030,2716
Exciting times! __ Abu Dhabi's Neovision Wealth Management launches a groundbreaking $250M fund investing in carbon credits. A pioneer move in the Middle East aiming for a greener future. ____ #Sustainability #GreenInvesting #CarbonCredits #ClimateActio_ https://t.co/YWXsS28Qe8,2023/12/6 07:01,1.73229E+18,https://twitter.com/markminervini/status/1732294182914417126,"Sustainability
GreenInvesting
CarbonCredits
ClimateActio",0,0,0,__ Ali Al Samahiï£ î¨,alsamahi,Sat Jan 16 11:05:34 +0000 2010,86671,1780
"Finding it challenging to manage your inventory? Automate your inventory, streamline sales, centralize order fulfillment, and oversee warehouse operations with Zoho Inventory.",2022/8/19 09:44,1.56056E+18,https://twitter.com/markminervini/status/1560563268195942401,,111,7,7,Zoho Inventory,ZohoInventory,Thu Nov 29 09:12:58 +0000 2018,2655,92
https://t.co/LEwUw7YbdU,2023/12/6 07:00,1.73229E+18,https://twitter.com/markminervini/status/1732293970246459540,,0,0,0,Key Wealth Management,KWMMortgages,Thu Jan 04 10:03:14 +0000 2018,584,1845
Chinese Shadow Bank Can__ Pay Up - A wealth management firm__ insolvency raises questions about unconventional lending institutions__ $3 trillion industry in China. https://t.co/pfXRp69FCx,2023/12/6 06:53,1.73229E+18,https://twitter.com/markminervini/status/1732292150845739111,,0,0,0,Shehzad Younis Ø´_Ø²Ø§Ø¯ ___Ø³,shehzadyounis,Sun Apr 12 19:11:06 +0000 2009,962,190
"Jaclyn Kaur, Head of Private Client Services (Wealth Management Singapore), Guotai Junan International Securities, on ""APB thought leaders plenary panel discussion: What__ in a CV?"" at APB Summit 2023 Singapore: https://t.co/qV7y9bavGr https://t.co/eEVskYoABs",2023/12/6 06:47,1.73229E+18,https://twitter.com/markminervini/status/1732290660781199557,,0,0,0,Asian Private Banker,asianpvtbanker,Thu May 10 01:28:10 +0000 2012,3458,542
Abu Dhabi-based Neovision Wealth Management is setting up a $250 million fund to invest in the development of carbon credits in frontier markets https://t.co/NQgzYieH8e,2023/12/6 06:42,1.73229E+18,https://twitter.com/markminervini/status/1732289401869258838,,0,0,0,Bloomberg Green,climate,Wed Oct 05 17:23:01 +0000 2016,100701,149
"Unlock the future of Life Science learning! Enhance your HCPs_ learning journey with our award-winning virtual programs, tailored features and tools, and top-notch customer service _ your success story begins here.",2023/11/1 16:21,1.71975E+18,https://twitter.com/markminervini/status/1719751527437304026,,5,0,0,Impetus Digital,impetus_digital,Sat Feb 05 02:14:55 +0000 2011,602,1278
Abu Dhabi-based Neovision Wealth Management is setting up a $250 million fund to invest in the development of carbon credits in frontier markets https://t.co/TeYFTkNlTo,2023/12/6 06:42,1.73229E+18,https://twitter.com/markminervini/status/1732289402007658873,,1,0,0,Bloomberg Energy,BloombergNRG,Mon May 09 17:35:56 +0000 2011,83222,485
___ __ØªØ¨ Ø§Ø¯Ø§Ø±Ø© Ø§Ø³ØªØ«_Ø§Ø±Ø§Øª Ø§_Ø¹Ø§Ø¦__ Ø¹__ _Ø³Øª__ Ø§_Ø¹Ø§__ ____ Ø£_Ø±Ø± Ø§Ø¯Ø§Ø±Ø© ( Wealth Management ) _ __Ø³ Ø§Ø³ØªØ«_Ø§Ø±Ø§Øª__ __ _ØµØ±,2023/12/6 06:44,1.73229E+18,https://twitter.com/markminervini/status/1732289891143135683,,0,0,0,Ashraf Nabil,AshrafNabilEGY,Wed Apr 25 17:32:12 +0000 2018,224,319
How to choose a financial adviser: Here are the 6 biggest factors to consider - MarketWatch || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether_ https://t.co/eTfYS3FiYr,2023/12/6 06:41,1.73229E+18,https://twitter.com/markminervini/status/1732289024289862043,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
"Marie Chew, Executive Director  Head of Funds  Alternatives, Singapore, @UBS Global Wealth Management, on ""Redefining alternatives _ Navigating private market investments for optimal returns"" at APB Summit 2023 Singapore: https://t.co/N0BCk5ppJS https://t.co/wmo58R6Afu",2023/12/6 06:32,1.73229E+18,https://twitter.com/markminervini/status/1732286874746491034,,1,0,0,Asian Private Banker,asianpvtbanker,Thu May 10 01:28:10 +0000 2012,3458,542
PE-backed Mercer Advisors scoops up wealth management firm Paragon https://t.co/pBhLTFoMDB,2023/12/6 06:31,1.73229E+18,https://twitter.com/markminervini/status/1732286573574541761,,0,0,0,audium capital partners,audiumcp,Mon Mar 23 08:50:18 +0000 2009,932,1486
Chinese Shadow Bank Can__ Pay Up - A wealth management firm__ insolvency raises questions about unconventional lending institutions__ $3 trillion industry in China. https://t.co/RXzAPQpxIL,2023/12/6 06:23,1.73228E+18,https://twitter.com/markminervini/status/1732284535411265981,,0,0,0,Atif,benignent,Mon Nov 21 09:51:21 +0000 2011,650,192
"I don__ know them _. They sold me __

#joseph 
#WealthManagement",2023/12/6 06:16,1.73228E+18,https://twitter.com/markminervini/status/1732282733039120776,"joseph
WealthManagement",0,0,0,Prophetess Jennifer NÃ­kcole,PNikcole,Sat Jun 25 21:03:04 +0000 2022,382,195
"[#ONEnews] The #delisting of #ONEshares from SIX Swiss Exchange has been approved yesterday by SIX Exchange Regulation (SER).

_ Important note to all shareholders: the last trading day will be Wednesday 6 March 2024.

https://t.co/IxomUGAhTp

#privatebanking #wealthmanagement",2023/12/6 06:14,1.73228E+18,https://twitter.com/markminervini/status/1732282283313303984,"ONEnews
delisting
ONEshares
privatebanking
wealthmanagement",0,0,0,ONE swiss bank,ONEswissbank,Sat Aug 21 10:54:01 +0000 2021,31,22
Abu Dhabi-based Neovision Wealth Management is setting up a $250 million fund to invest in the development of carbon credits in frontier markets https://t.co/x8xOLVUnbq,2023/12/6 06:12,1.73228E+18,https://twitter.com/markminervini/status/1732281907306455333,,14,7,4,Bloomberg Markets,markets,Fri Aug 28 15:52:42 +0000 2009,1669808,226
Abu Dhabi-based Neovision Wealth Management is setting up a $250 million fund to invest in the development of carbon credits in frontier markets https://t.co/nN2sqDTdXh,2023/12/6 06:12,1.73228E+18,https://twitter.com/markminervini/status/1732281856731529497,,19,11,6,Bloomberg,business,Thu Apr 23 20:05:17 +0000 2009,9408677,56
Abu Dhabi-based Neovision Wealth Management is setting up a $250 million fund to invest in the development of carbon credits in frontier markets https://t.co/kS70aUPxD2,2023/12/6 06:11,1.73228E+18,https://twitter.com/markminervini/status/1732281514837069941,,1,0,1,Bloomberg Middle East,middleeast,Mon Aug 10 16:16:21 +0000 2015,85108,106
"Our most recent Letter to Investors is a tribute to Charlie Munger, the humble giant whose life principles will be engraved in our hearts forever.
Read more at:
https://t.co/S8kQhty3mS

#carnelianassetadvisors #charliemunger #assetsmanagment #WealthManagement #investments https://t.co/KQGF49pbjQ",2023/12/6 06:10,1.73228E+18,https://twitter.com/markminervini/status/1732281290542747697,"carnelianassetadvisors
charliemunger
assetsmanagment
WealthManagement
investments",6,0,1,Vikas Khemani,vikaskhemani,Sat Sep 11 14:05:15 +0000 2010,12820,422
"Our most recent Letter to Investors is a tribute to Charlie Munger, the humble giant whose life principles will be engraved in our hearts forever.
Read more at:
https://t.co/A82Wb9HJi4
#carnelianassetadvisors #charliemunger #assetsmanagment #WealthManagement  #investments https://t.co/JS5CulexDe",2023/12/6 06:08,1.73228E+18,https://twitter.com/markminervini/status/1732280945095655860,"carnelianassetadvisors
charliemunger
assetsmanagment
WealthManagement
investments",0,0,0,Carnelian Asset Advisors,carnelian_asset,Wed Apr 17 09:49:37 +0000 2019,1100,6
"Victor Aerni, Chief Executive Officer, @PictetGroup Wealth Management Asia, on ""APB thought leaders plenary panel discussion: CEOs in focus"" at APB Summit 2023 Singapore.

View the full photo gallery for the Singapore event: https://t.co/vG0EoPMkoa https://t.co/kFq3hIU6Mo",2023/12/6 05:56,1.73228E+18,https://twitter.com/markminervini/status/1732277905328103614,,1,0,0,Asian Private Banker,asianpvtbanker,Thu May 10 01:28:10 +0000 2012,3458,542
https://t.co/1P15ULNUGH,2023/12/6 05:49,1.73228E+18,https://twitter.com/markminervini/status/1732275964154085399,,0,0,0,cPROFIT Wealth Management Pvt. Ltd.,cPROFITWealth,Thu Aug 06 10:20:08 +0000 2015,85,197
"Portfolio Management Services

For more details visit our website __ https://t.co/9V6U32ifm2

#pms #portfoliomanagement #wealthmanagement #wealthmanagers #financialplanning #financial #wealthcreation #wealthmanagement #investors  #investment #investing #investingtips #portfolio https://t.co/QYPR3oHULy",2023/12/6 05:47,1.73228E+18,https://twitter.com/markminervini/status/1732275464939676059,"pms
portfoliomanagement
wealthmanagement
wealthmanagers
financialplanning
financial
wealthcreation
wealthmanagement
investors
investment
investing
investingtips
portfolio",0,0,0,Libord Advisors Pvt. Ltd.,LibordAdvisors,Tue Mar 16 06:30:07 +0000 2021,193,1515
"__ Ascending Wealth Solutions __
__ Your Trusted Wealth Partner 
__ Our Services __
Financial Planning __
Goal Planning __
Tax Saving  Planning __
Investment Planning __
__ Let's Connect __
__ +919075020203 ___
#WealthManagement #FinancialPlanning #GoalSetting #TaxSavings https://t.co/tq5MGLMT75",2023/12/6 05:46,1.73228E+18,https://twitter.com/markminervini/status/1732275219346362799,"WealthManagement
FinancialPlanning
GoalSetting
TaxSavings",0,0,0,Ascending Wealth Solutions,ascendingwealth,Fri May 19 12:45:00 +0000 2023,2,21
"""Shariah Wealth Management_ bersama Taswin Zakaria, Presdir PT Bank Maybank Indonesia, Tbk https://t.co/6NvH1ihAlR",2023/12/6 05:21,1.73227E+18,https://twitter.com/markminervini/status/1732269032714420391,,0,0,0,KOMPAS TV,KompasTV,Fri Sep 04 02:56:13 +0000 2009,5252019,535
"à¤¶à¤¾à¤°àà¤ Radhika Gupta à¤_ à¤_¤¨à¥_¤¸à¤¾à¤° Real Wealth à¤_à¤¤¾ à¤¹à? - Read Complete Article on Our Website.

#RadhikaGupta #WealthManagement #Money #BusinessNews #BusinessWoman #blogger https://t.co/nNuuatBJbu",2023/12/6 04:51,1.73226E+18,https://twitter.com/markminervini/status/1732261349840027744,"RadhikaGupta
WealthManagement
Money
BusinessNews
BusinessWoman
blogger",0,0,0,Shark Tank Synergy,SharkTankBlogg,Mon Nov 06 09:05:50 +0000 2023,0,11
"Immerse yourself in the realm of wealth management at the    
AAFMÂ® 15th Mega Wealth Management Convention on December 16 and 17, 2023,    
Location - The Lalit, Mumbai.
@NipponIndiaMF

For Exhibitor Inquiries:  
__ WhatsApp/Call/SMS - +91 9289429103 / +91 7303160033 #aafm #WMC https://t.co/Ci5oSKAK0n",2023/12/6 04:43,1.73226E+18,https://twitter.com/markminervini/status/1732259519777157190,"aafm
WMC",24,0,13,AAFMÂ® India,AafmIndia,Tue Dec 24 04:47:34 +0000 2019,496,19
#MutualFundsInvestment #wealthmanagement   #educationplanning #RetirementPlanning #taxconsultation #IncomeTaxReturn  #goal #motorinsurance #FirePolicy #shopinsurance  https://t.co/o4WtkmQhtI https://t.co/nu3eKrEkiS,2023/12/6 04:18,1.73225E+18,https://twitter.com/markminervini/status/1732253227792384172,"MutualFundsInvestment
wealthmanagement
educationplanning
RetirementPlanning
taxconsultation
IncomeTaxReturn
goal
motorinsurance
FirePolicy
shopinsurance",1,0,0,sixthsensemoney111,SIXTHSE58965441,Thu Jul 14 11:28:58 +0000 2022,8,1
"US to award $6.1 billion to Las Vegas, California high-speed rail projects...
#investing #HighSpeedRail #california #LasVegas 

https://t.co/ocVtMlHeXq",2023/12/6 04:17,1.73225E+18,https://twitter.com/markminervini/status/1732252951052431479,"investing
HighSpeedRail
california
LasVegas",0,0,0,Intech Wealth Management,IntechWealth,Mon Jun 28 01:17:25 +0000 2021,24,121
"Step into the world of financial empowerment with Wealth Greens! Ever dreamed of being a part owner in the companies that resonate with your values and vision?
#WealthGreens #WealthManagement #FinancialServices #ClientCentric #MutualFunds #InvestmentPortfolio #taxplanningstrategy https://t.co/NR6NLGY1m2",2023/12/6 04:15,1.73225E+18,https://twitter.com/markminervini/status/1732252273064235180,"WealthGreens
WealthManagement
FinancialServices
ClientCentric
MutualFunds
InvestmentPortfolio
taxplanningstrategy",1,0,0,Wealth Greens,Wealthgreens,Wed Nov 08 06:05:50 +0000 2023,0,2
"#Wealthmanagers, meet Edward Rodd, MD of Fiducia Wealth.

'My process and philosophy centres on strategic #assetallocation as the cornerstone of long-term financial success.'

#CFPs #IFAs #financialadvisers #wealthmanagement https://t.co/IcGshQAhAB",2023/12/6 04:15,1.73225E+18,https://twitter.com/markminervini/status/1732252272917201235,"Wealthmanagers
assetallocation
CFPs
IFAs
financialadvisers
wealthmanagement",0,0,1,Citywire South Africa,CitywireSA,Tue Jun 04 23:55:30 +0000 2019,1773,846
"Few months ago, I chatted with a manager guy from top wealth management house. He asked why I don__ put all the money into treasury for 5%+ risk free. I said no, thank you. I told him I have been around in crypto and this is the last one you can__ miss. He just shrugged me off.",2023/12/6 04:10,1.73225E+18,https://twitter.com/markminervini/status/1732251228430807158,,0,0,0,jeffwork,jeffwork,Tue Feb 26 08:15:32 +0000 2008,67,888
Santa Shoppe helps low income parents at Christmas #WealthManagement #InvestmentStrategy #RetirementPlanning [Video] YEAR CAN BE DIFFICULT FOR PARENTS OR GUARDIANS WITH VERY LIMITED INCOME. PICKENS COUNTY NONPROFIT HAS BEEN STEPPING IN TO FILL THE GAP._ https://t.co/6iLpxl850p,2023/12/6 04:10,1.73225E+18,https://twitter.com/markminervini/status/1732251159312941169,"WealthManagement
InvestmentStrategy
RetirementPlanning",0,0,0,Linda Sutherland,LindaSSGP,Fri Jun 23 03:40:31 +0000 2023,12,4
"Chinese automotive chip manufacturers plan to invest billions in Hong Kong amid city__ push to reindustrialise 
#chips #HongKong #investing 
https://t.co/isazTiBhQA via @scmpnews",2023/12/6 04:09,1.73225E+18,https://twitter.com/markminervini/status/1732250791829000525,"chips
HongKong
investing",0,0,0,Intech Wealth Management,IntechWealth,Mon Jun 28 01:17:25 +0000 2021,24,121
Why a $280 billion wealth management firm targeted Philadelphia for expansion https://t.co/S86NdG7xbd,2023/12/6 03:52,1.73225E+18,https://twitter.com/markminervini/status/1732246502620442962,,0,0,0,Christopher Nohl,ChristopherNohl,Fri Oct 08 17:45:21 +0000 2021,2,0
A Financial Advisor Can Help You Achieve Your Financial Resolutions - Bankrate || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether You're Retiring_ https://t.co/v23ZCLTy8R,2023/12/6 03:43,1.73224E+18,https://twitter.com/markminervini/status/1732244353568088068,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
"$BEBE , the crowned monarch of digital finance, reigns supreme as a strategic genius, its every move a testament to the art of decentralized wealth management ______ @ethbebecoin https://t.co/cyTr8UynUY",2023/12/6 03:10,1.73224E+18,https://twitter.com/markminervini/status/1732236164541956146,,12,0,0,Yiliapepe__,Yiliabebe,Thu Oct 26 09:47:16 +0000 2023,387,648
"#DailyVoice __ï¸ ""We expect market sentiment to continue strengthening,"" Shradha Sheth, head of equities at Neo and Asset Wealth Management, says in an interview to Moneycontrol.

Full interview â¬__

https://t.co/EJQXLzv0QF

#Markets",2023/12/6 02:57,1.73223E+18,https://twitter.com/markminervini/status/1732232660121211048,"DailyVoice
Markets",6,0,1,Moneycontrol,moneycontrolcom,Wed Aug 26 07:55:29 +0000 2009,1418437,271
"4 steps to smarter investing: Expert TA, Fortune 500 SWOT, curated tech trends, all in quick reads. Transform your stocks portfolio with Money Mastery. #InvestmentInsights #TimeSaver",2023/11/7 09:15,1.72182E+18,https://twitter.com/markminervini/status/1721818757276864679,"InvestmentInsights
TimeSaver",74,12,9,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
Join the Comerica Bank team! See our latest job opening here: https://t.co/S1mEyplIYO #WealthManagement #VeteranWanted,2023/12/6 02:22,1.73222E+18,https://twitter.com/markminervini/status/1732223910589206887,"WealthManagement
VeteranWanted",0,0,0,Comerica Jobs,ComericaJobs,Mon Dec 22 18:08:52 +0000 2014,3433,0
"At the 9th annual Wealth Management Industry Awards, @FiCommPartners was recognized as a Winner in the category of Marketing/PR Firms Digital Campaign of the Year for End-to-End Podcasting Solution.

Learn more: https://t.co/wA4DtS9CMH
Sponsored by @FiCommPartners
#Wealthies https://t.co/vtNhfwQ3lQ",2023/12/6 02:41,1.73223E+18,https://twitter.com/markminervini/status/1732228617068036439,Wealthies,2,0,0,WealthManagement.com,wealth_mgmt,Mon Nov 16 22:36:36 +0000 2009,58030,2716
"Love that my local butcher wants me to be his test kitchen. He will be selling this Prime Rib for his Holiday customers.
@TraegerGrills 225 til IT was 131 degrees. Then 525 degree oven for 8 minutes. Rest 15 minutes https://t.co/6kMQGLhmIK",2023/12/6 02:45,1.73223E+18,https://twitter.com/markminervini/status/1732229824436224305,,1,1,0,Ledwith Financial Wealth Management,bradledwith,Wed Dec 31 14:50:40 +0000 2008,2556,4140
#rvcc #financialfreedomfraternity #FinancialWellness #WealthManagement #mfd #mutualfunds #equity #debt #financialplanning #visiongame 23rd batch starting on 18th Dec 2023 with over 2500 strong MFD certification in past 22 batches @mutualFundSahi https://t.co/l6BPzjPGLA,2023/12/6 02:08,1.73222E+18,https://twitter.com/markminervini/status/1732220364946837854,"rvcc
financialfreedomfraternity
FinancialWellness
WealthManagement
mfd
mutualfunds
equity
debt
financialplanning
visiongame",1,0,0,kanak kr Jain,kanakkrjain,Mon Jan 25 11:26:31 +0000 2010,1374,367
"EvenUp's co-founder  COO, Ray, explains how the team uses AI to predict the value of your cases and draft comprehensive demand packages.",2023/9/22 14:14,1.70522E+18,https://twitter.com/markminervini/status/1705223948374282382,,401,60,63,EvenUp Law,evenuplaw,Thu Sep 01 00:25:55 +0000 2022,686,47
"Sponsored by

In this episode of the RIA Edge Podcast, David Armstrong, managing director of editorial and content strategies for the Wealth Management Group at Informa, talks with Rob Madore, vice president of financial services for MarshBerry, about

https://t.co/Mlvsw1NrY2 https://t.co/K4cICXlcyW",2023/12/6 01:40,1.73221E+18,https://twitter.com/markminervini/status/1732213443715793398,,0,0,0,Daily Life Finance,DLife_Finance,Sat Feb 25 11:42:00 +0000 2023,3,61
"A wealth management firm__ insolvency raises questions about unconventional lending institutions__ $3 trillion industry in China.
https://t.co/GhIX1xe0ZW",2023/12/6 01:21,1.73221E+18,https://twitter.com/markminervini/status/1732208505971524041,,3,0,3,Foreign Policy,ForeignPolicy,Thu Mar 26 16:57:01 +0000 2009,1256011,1080
"""Find out what is working and do more of it."" 
Charlie Munger 

#LeeKuanYew",2023/12/6 01:03,1.7322E+18,https://twitter.com/markminervini/status/1732204029969588506,LeeKuanYew,0,0,0,Pilots Wealth Management,TheUberPicture,Tue Feb 28 07:14:12 +0000 2017,12,90
https://t.co/d0qLHpifcI,2023/12/6 01:00,1.7322E+18,https://twitter.com/markminervini/status/1732203321652367417,,0,0,0,Presley Wealth Management,PresleyWealth,Thu Apr 19 14:54:48 +0000 2018,48,3
"How can I help you reach your financial goals? __ï¸ Share in the comments. 

#FinancialGoals #FinancialPlanning #WealthManagement https://t.co/6kSMYqkJzz",2023/12/6 01:00,1.7322E+18,https://twitter.com/markminervini/status/1732203251452481587,"FinancialGoals
FinancialPlanning
WealthManagement",0,0,0,Anthony.Austin.Thrivent,ToneAustin,Tue May 26 03:43:39 +0000 2009,43,38
"Are you stuck for present ideas this Christmas? Gift cards are a popular alternative to giving cash. And now that they're digital, they're more accessible and safer.
https://t.co/dtikdXE0zA
#GiftCards #Christmas #Holiday #Aussie #WealthManagement #Finance",2023/12/6 00:58,1.7322E+18,https://twitter.com/markminervini/status/1732202937491894380,"GiftCards
Christmas
Holiday
Aussie
WealthManagement
Finance",0,0,0,Shartru Wealth,ShartruWealth,Tue Jun 02 02:26:18 +0000 2009,301,412
"Enjoyable listen_.A glimpse into the mind of the late Charlie Munger. 

Refreshing, sophisticatedly simple, and full of great ideas for investors and this country. 

Recorded last week ish. Click here https://t.co/juahVOFs97 and enjoy. https://t.co/BiN050VpPk",2023/12/6 00:48,1.7322E+18,https://twitter.com/markminervini/status/1732200362558255448,,0,0,0,Pilots Wealth Management,TheUberPicture,Tue Feb 28 07:14:12 +0000 2017,12,90
How Much Does a Financial Advisor Cost? - Money || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether You're Retiring or Searching for More Income_ https://t.co/wC2ZjllMQE,2023/12/6 00:45,1.7322E+18,https://twitter.com/markminervini/status/1732199563707175202,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
ASX-listed fund manager Perpetual has announced a strategic review of its corporate trust and wealth management business https://t.co/pcbGnplRAG,2023/12/6 00:45,1.7322E+18,https://twitter.com/markminervini/status/1732199521407393872,,1,1,0,Capital Brief,CapitalBrief,Fri Jun 02 08:35:34 +0000 2023,423,98
Be sure to follow all the 2024 projects - especially those were dead wrong on 2023.  __,2023/12/6 00:33,1.7322E+18,https://twitter.com/markminervini/status/1732196532252737669,,0,0,0,Peter Mullin | Mullin Wealth Management,MullinWealth,Tue Sep 10 22:27:35 +0000 2019,128,270
#Investing and #WealthManagement - ChatGPT recently released an article looking at which stocks wealthy investors should be considering in 2024 to continue their growth. Check out the article to see more details: https://t.co/JYcjkqHhuh https://t.co/bx4pU8XBAj,2023/12/6 00:23,1.73219E+18,https://twitter.com/markminervini/status/1732194055663054958,"Investing
WealthManagement",0,0,0,ChatGPT News _,ChatGPTPulse,Fri May 19 22:57:25 +0000 2023,155,27
"Shares of Perpetual $PPT rise as much as 6.4% to A$23.800, their biggest intraday percentage gain since March 22. Financial services firm announces a strategic review of its corporate trust and wealth management businesses.",2023/12/6 00:20,1.73219E+18,https://twitter.com/markminervini/status/1732193297333203083,,0,0,0,CommSec,CommSec,Mon Nov 03 11:48:05 +0000 2008,62989,782
"I shared another Blowout Banger trade for my friends today. Live  in real time I__ sharing information directly from the Institution. What CNBC Benzinga and all of those fraudulent platforms are paid off to never speak about.
This is actual wealth management. 
Capitalism galore.",2023/12/6 00:18,1.73219E+18,https://twitter.com/markminervini/status/1732192829999665310,,5,1,0,r,rauItrades,Tue Sep 28 19:16:51 +0000 2021,4048,1
"Life Science learning programs that are as unique as your DNA! Discover our innovative virtual programs, customized pharma-specific online tools, and expert tips and best practices that will make your programs a success!",2023/11/1 16:22,1.71975E+18,https://twitter.com/markminervini/status/1719751778823295130,,6,1,0,Impetus Digital,impetus_digital,Sat Feb 05 02:14:55 +0000 2011,602,1278
"#Art in #WealthManagement and #Trade 
https://t.co/3mM7KdFWK2
Welcome to appreciate #Beauty  in the #Singapore  #artgallery https://t.co/P9XCscN9SI",2023/12/6 00:12,1.73219E+18,https://twitter.com/markminervini/status/1732191227070869549,"Art
WealthManagement
Trade
Beauty
Singapore
artgallery",0,0,0,Vici Capital,lailooithien,Mon Sep 07 16:21:44 +0000 2015,1,14
"__ Meet Tom, CIO at AE Wealth Management, at our State of the Economy Event! A West Point alum with 30+ years in finance, Tom brings a unique blend of military discipline and investment expertise. Join us to learn from his journey. RSVP at https://t.co/Amu3qDup0S __ #SOTE https://t.co/NtNpDx5Z09",2023/12/6 00:01,1.73219E+18,https://twitter.com/markminervini/status/1732188569353994726,SOTE,0,0,0,"Victory Wealth Services, LLC.",VictoryWealth,Fri Dec 09 23:10:49 +0000 2011,3,4
"Helping Florida educators manage their finances, one policy at a time. Contact us today for a financial review. #GCEFinancialAid #FloridaEducators",2023/12/6 00:00,1.73219E+18,https://twitter.com/markminervini/status/1732188197151445326,"GCEFinancialAid
FloridaEducators",0,0,0,GCE Insurance Solutions and Wealth Management,GCEI_Naples,Sun Nov 20 23:09:59 +0000 2011,120,336
Can ChatGPT Replace Your Financial Adviser? Not Yet. But Wait. - WSJ: Effective financial advice requires five financial qualities. Here's how ChatGPT stacks up. Â· Next in Journal Reports: Wealth Management Â· More Journal_... https://t.co/twY8wPDs1s,2023/12/5 23:43,1.73218E+18,https://twitter.com/markminervini/status/1732183958602100885,,0,0,0,Stephan Theron,jst5th,Thu Jul 23 18:33:47 +0000 2009,399,855
Podcast: How Much Higher Can the Mag 7 Go? Nick Pardini Weighs In $spx $spy $aapl $amzn $goog $meta $msft $nvda $tsla $tlt @AFwithNIck https://t.co/F246TcwKKE,2023/12/5 23:55,1.73219E+18,https://twitter.com/markminervini/status/1732187038634713463,,1,0,1,Financial Sense Wealth Management,FinancialSense_,Tue Jun 28 15:55:29 +0000 2011,10914,780
"Are you ready to retire? If you have employer stock, you may have a unique opportunity to reduce your tax bill. Let__ discuss the pros and cons of this unique tax strategy. https://t.co/yfr6goGkFP",2023/12/6 00:00,1.73219E+18,https://twitter.com/markminervini/status/1732188185311191291,,0,0,0,Taylor Wealth Management Group,TaylorAMPF,Mon May 07 22:24:50 +0000 2018,16,26
"$243 billion Boston-based independent broker/dealer_@CommonwealthFN has expanded its in-house model portfolio platform services to allow advisors to offboard administrative functions while maintaining control over many aspects of construction.
https://t.co/aV3lTh52HD",2023/12/5 23:35,1.73218E+18,https://twitter.com/markminervini/status/1732181808777712084,,5,0,0,WealthManagement.com,wealth_mgmt,Mon Nov 16 22:36:36 +0000 2009,58030,2716
https://t.co/HA2m3jrseT,2023/12/5 23:16,1.73218E+18,https://twitter.com/markminervini/status/1732177069889507567,,0,0,0,Accolade Wealth Management,accolade_wealth,Thu Oct 14 16:56:51 +0000 2021,2,12
Let's explore the realm of Apache Paimon - the Streaming Lakehouse! Uncover how Apache Paimon can transform your data processing workflows!,2023/10/10 07:36,1.71165E+18,https://twitter.com/markminervini/status/1711646747783802993,,176,11,596,Ververica,VervericaData,Sun Jun 22 10:05:14 +0000 2014,5042,107
